Account General Rate Type,Account Is Active,Account Is Allocated Overhead,Account Is Balancesheet,Account Is GAAP,Account Key,Account Level 0 Name,Account Level 0 Number,Account Level 1 Name,Account Level 1 Number,Account Level 2 Name,Account Level 2 Number,Account Number,Account Type Name,Account Type Sequence,Amount USD,Learn More,Actual,Forecast,Variance,Variance %,Department Is Active,Department Key,Department Level 0 Name,Department Level 0 Number,Department Level 1 Name,Department Level 1 Number,Department Number,Number of Records,Path,Period Ending Date,Scenario,Sheet,Version
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$16,000.00",Explore Tableau for Finance Analytics,$0,"$16,000","$16,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,000.00",Explore Tableau for Finance Analytics,$0,"$12,000","$12,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$60,000.00",Explore Tableau for Finance Analytics,$0,"$60,000","$60,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$145,000.00",Explore Tableau for Finance Analytics,$0,"$145,000","$145,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,596,000.00",Explore Tableau for Finance Analytics,$0,"$1,596,000","$1,596,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$33,000.00",Explore Tableau for Finance Analytics,$0,"$33,000","$33,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$916,000.00",Explore Tableau for Finance Analytics,$0,"$916,000","$916,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$44,000.00",Explore Tableau for Finance Analytics,$0,"$44,000","$44,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$21,000.00",Explore Tableau for Finance Analytics,$0,"$21,000","$21,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$86,000.00",Explore Tableau for Finance Analytics,$0,"$86,000","$86,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$59,000.00",Explore Tableau for Finance Analytics,$0,"$59,000","$59,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,183,000.00",Explore Tableau for Finance Analytics,$0,"$1,183,000","$1,183,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$50,000.00",Explore Tableau for Finance Analytics,$0,"$50,000","$50,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,7/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$940,000.00",Explore Tableau for Finance Analytics,$0,"$940,000","$940,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$55,000.00",Explore Tableau for Finance Analytics,$0,"$55,000","$55,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$46,000.00",Explore Tableau for Finance Analytics,$0,"$46,000","$46,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$45,000.00",Explore Tableau for Finance Analytics,$0,"$45,000","$45,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$64,000.00",Explore Tableau for Finance Analytics,$0,"$64,000","$64,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,266,000.00",Explore Tableau for Finance Analytics,$0,"$1,266,000","$1,266,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$31,000.00",Explore Tableau for Finance Analytics,$0,"$31,000","$31,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$954,000.00",Explore Tableau for Finance Analytics,$0,"$954,000","$954,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$20,000.00",Explore Tableau for Finance Analytics,$0,"$20,000","$20,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$26,000.00",Explore Tableau for Finance Analytics,$0,"$26,000","$26,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$155,000.00",Explore Tableau for Finance Analytics,$0,"$155,000","$155,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$675,000.00",Explore Tableau for Finance Analytics,$0,"$675,000","$675,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$3,407,000.00",Explore Tableau for Finance Analytics,$0,"$3,407,000","$3,407,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$133,000.00",Explore Tableau for Finance Analytics,$0,"$133,000","$133,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$1,000.00",Explore Tableau for Finance Analytics,$0,"$1,000","$1,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$956,000.00",Explore Tableau for Finance Analytics,$0,"$956,000","$956,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$104,000.00",Explore Tableau for Finance Analytics,$0,"$104,000","$104,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$35,000.00",Explore Tableau for Finance Analytics,$0,"$35,000","$35,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$146,000.00",Explore Tableau for Finance Analytics,$0,"$146,000","$146,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$414,000.00",Explore Tableau for Finance Analytics,$0,"$414,000","$414,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$2,444,000.00",Explore Tableau for Finance Analytics,$0,"$2,444,000","$2,444,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$97,000.00",Explore Tableau for Finance Analytics,$0,"$97,000","$97,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$1,063,000.00",Explore Tableau for Finance Analytics,$0,"$1,063,000","$1,063,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$83,000.00",Explore Tableau for Finance Analytics,$0,"$83,000","$83,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$37,000.00",Explore Tableau for Finance Analytics,$0,"$37,000","$37,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$348,000.00",Explore Tableau for Finance Analytics,$0,"$348,000","$348,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$249,000.00",Explore Tableau for Finance Analytics,$0,"$249,000","$249,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$3,036,000.00",Explore Tableau for Finance Analytics,$0,"$3,036,000","$3,036,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$77,000.00",Explore Tableau for Finance Analytics,$0,"$77,000","$77,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$1,112,000.00",Explore Tableau for Finance Analytics,$0,"$1,112,000","$1,112,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$26,000.00",Explore Tableau for Finance Analytics,$0,"$26,000","$26,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,000.00",Explore Tableau for Finance Analytics,$0,"$12,000","$12,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$99,000.00",Explore Tableau for Finance Analytics,$0,"$99,000","$99,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$60,000.00",Explore Tableau for Finance Analytics,$0,"$60,000","$60,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$2,872,000.00",Explore Tableau for Finance Analytics,$0,"$2,872,000","$2,872,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$27,000.00",Explore Tableau for Finance Analytics,$0,"$27,000","$27,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$4,424,640.02",Explore Tableau for Finance Analytics,$0,"$4,424,640","$4,424,640",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$44,414.93",Explore Tableau for Finance Analytics,$0,"$44,415","$44,415",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$56,854.05",Explore Tableau for Finance Analytics,$0,"$56,854","$56,854",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$32,127.34",Explore Tableau for Finance Analytics,$0,"$32,127","$32,127",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$66,989.05",Explore Tableau for Finance Analytics,$0,"$66,989","$66,989",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$3,697.25",Explore Tableau for Finance Analytics,$0,"$3,697","$3,697",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$198,283.50",Explore Tableau for Finance Analytics,$0,"$198,284","$198,284",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$4,784,931.30",Explore Tableau for Finance Analytics,$0,"$4,784,931","$4,784,931",100.0%,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
